geometry.coordinates	route_name	name	stop_number	stop_modifier
145.0575166,-37.8314426	Tram 70: Waterfront City => Wattle Park	Camberwell Market	41	
145.0576483,-37.8320927	Tram 75: Central Pier => Vermont South Shopping Centre	Riversdale Road	41	
145.0601648,-37.8317408	Tram 70: Waterfront City => Wattle Park	Fermanagh Road	42	
145.0601722,-37.8317724	Tram 70: Wattle Park => Waterfront City	Fermanagh Road	42	
145.0635187,-37.8321192	Tram 70: Waterfront City => Wattle Park	Trafalgar Road	43	
145.0638716,-37.832191	Tram 70: Wattle Park => Waterfront City	Trafalgar Road	43	
145.0732505,-37.84589	Tram 75: Vermont South Shopping Centre => Central Pier	Smith Road	50	
145.0755668,-37.8478797	Tram 75: Central Pier => Vermont South Shopping Centre	Toorak Road	51	
145.0589624,-37.8332627	Tram 75: Vermont South Shopping Centre => Central Pier	Camberwell Primary School	42	
145.0588134,-37.8330891	Tram 75: Central Pier => Vermont South Shopping Centre	Camberwell Primary School	42	
145.0605959,-37.8346178	Tram 75: Central Pier => Vermont South Shopping Centre	Camberwell Civic Centre	43	
145.0607155,-37.8347661	Tram 75: Vermont South Shopping Centre => Central Pier	Camberwell Civic Centre	43	
145.0620553,-37.8358951	Tram 75: Central Pier => Vermont South Shopping Centre	Trafalgar Road	44	
145.0625716,-37.8363996	Tram 75: Vermont South Shopping Centre => Central Pier	Trafalgar Road	44	
145.0640628,-37.8376662	Tram 75: Central Pier => Vermont South Shopping Centre	Bowen Street	45	
145.0642559,-37.8378985	Tram 75: Vermont South Shopping Centre => Central Pier	Bowen Street	45	
145.0663476,-37.8397868	Tram 75: Vermont South Shopping Centre => Central Pier	Acheron Avenue	46	
145.0659794,-37.8394016	Tram 75: Central Pier => Vermont South Shopping Centre	Christowel Street	46	
145.067586,-37.8408233	Tram 75: Central Pier => Vermont South Shopping Centre	Maple Crescent	47	
145.0678746,-37.8411348	Tram 75: Vermont South Shopping Centre => Central Pier	Orange Grove	47	
145.0692016,-37.842307	Tram 75: Vermont South Shopping Centre => Central Pier	Glen Iris Road	48	
145.069076,-37.842149	Tram 75: Central Pier => Vermont South Shopping Centre	Orrong Crescent	48	
145.0715713,-37.8443948	Tram 75: Vermont South Shopping Centre => Central Pier	Wilson Grove	49	
145.0713496,-37.8441552	Tram 75: Central Pier => Vermont South Shopping Centre	Tyrone Street	49	
145.0732575,-37.8458373	Tram 75: Central Pier => Vermont South Shopping Centre	Fordham Gardens	50	
145.0770735,-37.8482468	Tram 75: Central Pier => Vermont South Shopping Centre	Summerhill Road	52	
145.0774183,-37.8483169	Tram 75: Vermont South Shopping Centre => Central Pier	Summerhill Road	52	
145.0823249,-37.848878	Tram 75: Vermont South Shopping Centre => Central Pier	Lithgow Street	53	
145.0842721,-37.8490793	Tram 75: Central Pier => Vermont South Shopping Centre	Oberwyl Road	54	
145.0866667,-37.8493667	Tram 75: Central Pier => Vermont South Shopping Centre	Through Road	55	
145.08184,-37.8487905	Tram 75: Central Pier => Vermont South Shopping Centre	Highfield Road	53	
145.0873018,-37.8494717	Tram 75: Vermont South Shopping Centre => Central Pier	Beryl Street	55	
145.0846526,-37.8491556	Tram 75: Vermont South Shopping Centre => Central Pier	Grandview Avenue	54	
145.0895738,-37.849706	Tram 75: Central Pier => Vermont South Shopping Centre	Barkly Street	56	
145.0900235,-37.8497936	Tram 75: Vermont South Shopping Centre => Central Pier	Alfred Road	56	
145.0923309,-37.8500266	Tram 75: Central Pier => Vermont South Shopping Centre	Fairview Avenue	57	
145.0927432,-37.8501058	Tram 75: Vermont South Shopping Centre => Central Pier	Queens Parade	57	
145.0954576,-37.850372	Tram 75: Central Pier => Vermont South Shopping Centre	Warrigal Road	58	
145.1020766,-37.8504585	Tram 75: Central Pier => Vermont South Shopping Centre	Roslyn Street	60	
145.1021533,-37.8504801	Tram 75: Vermont South Shopping Centre => Central Pier	Millicent Street	60	
145.0698093,-37.8328714	Tram 70: Wattle Park => Waterfront City	Riversdale Station	46	
145.0692416,-37.8327716	Tram 70: Waterfront City => Wattle Park	Riversdale Station	46	
145.0660413,-37.8324345	Tram 70: Wattle Park => Waterfront City	Derby Street	44	
145.0660584,-37.8324067	Tram 70: Waterfront City => Wattle Park	Derby Street	44	
145.072395,-37.8331535	Tram 70: Waterfront City => Wattle Park	Willow Grove	47	
145.0726126,-37.8332125	Tram 70: Wattle Park => Waterfront City	Willow Grove	47	
145.0770648,-37.8336954	Tram 70: Waterfront City => Wattle Park	Cooloongatta Road	48	
145.0772452,-37.8337462	Tram 70: Wattle Park => Waterfront City	Cooloongatta Road	48	
145.0797052,-37.8340285	Tram 70: Wattle Park => Waterfront City	Glyndon Road	49	
145.079313,-37.8339525	Tram 70: Waterfront City => Wattle Park	Glyndon Road	49	
145.0812344,-37.8341721	Tram 70: Waterfront City => Wattle Park	Wattle Valley Road	50	
145.0815169,-37.8342303	Tram 70: Wattle Park => Waterfront City	Wattle Valley Road	50	
145.0848264,-37.8344168	Tram 70: Waterfront City => Wattle Park	Highfield Road	51	
145.0851459,-37.8344837	Tram 70: Wattle Park => Waterfront City	Highfield Road	51	
145.0881523,-37.8348041	Tram 70: Waterfront City => Wattle Park	Lockhart Street	52	
145.0885191,-37.8348783	Tram 70: Wattle Park => Waterfront City	Lockhart Street	52	
145.0909448,-37.8351615	Tram 70: Wattle Park => Waterfront City	Essex Road	53	
145.0909379,-37.8351299	Tram 70: Waterfront City => Wattle Park	Essex Road	53	
145.093231,-37.8353977	Tram 70: Waterfront City => Wattle Park	Through Road	54	
145.0937763,-37.835491	Tram 70: Wattle Park => Waterfront City	Through Road	54	
145.0957712,-37.835714	Tram 70: Wattle Park => Waterfront City	Union Road	55	
145.0953719,-37.8356378	Tram 70: Waterfront City => Wattle Park	Union Road	55	
145.0980251,-37.8359347	Tram 70: Waterfront City => Wattle Park	Warrigal Road	56	
145.1001706,-37.8362477	Tram 70: Wattle Park => Waterfront City	Glendale Street	57	
145.0984408,-37.8360138	Tram 70: Wattle Park => Waterfront City	Warrigal Road	56	
145.1002,-37.8362224	Tram 70: Waterfront City => Wattle Park	Glendale Street	57	
145.10219,-37.8366002	Tram 70: Waterfront City => Wattle Park	Wattle Park	58	
145.1026324,-37.8366904	Tram 70: Wattle Park => Waterfront City	Wattle Park	58	
145.1046035,-37.8368907	Tram 70: Waterfront City => Wattle Park	Alandale Street	59	
145.1048597,-37.8369532	Tram 70: Wattle Park => Waterfront City	Alandale Street	59	
145.106757,-37.8371747	Tram 70: Wattle Park => Waterfront City	Ferndale Street	60	
145.1065519,-37.8371215	Tram 70: Waterfront City => Wattle Park	Ferndale Street	60	
145.1331737,-37.8520437	Tram 75: Central Pier => Vermont South Shopping Centre	Middleborough Road	66	
145.1317963,-37.8519717	Tram 75: Vermont South Shopping Centre => Central Pier	Middleborough Road	66	
144.9699473,-37.8327825	Tram 58: West Coburg => Toorak	Wells Street	119	
144.970781,-37.8246824	Tram 16: Melbourne University => Kew	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 3: Melbourne University => East Malvern	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 64: Melbourne University => East Brighton	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 67: Melbourne University => Carnegie	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 6: Moreland railway station => Glen Iris	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 72: Melbourne University => Camberwell	Police Memorial and Grant Street	17	
144.970781,-37.8246824	Tram 5: Melbourne University => Malvern	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 16: Kew => Melbourne University	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 3: East Malvern => Melbourne University	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 64: East Brighton => Melbourne University	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 67: Carnegie => Melbourne University	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 6: Glen Iris => Moreland railway station	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 72: Camberwell => Melbourne University	Police Memorial and Grant Street	17	
144.9705198,-37.824225	Tram 5: Malvern => Melbourne University	Police Memorial and Grant Street	17	
144.9695205,-37.8329352	Tram 58: Toorak => West Coburg	Wells Street	119	
144.9653632,-37.8310105	Tram 58: Toorak => West Coburg	Sturt Street	118	
144.9640466,-37.8296313	Tram 58: West Coburg => Toorak	York Street	117	
144.9605893,-37.8261813	Tram 58: Toorak => West Coburg	City Road	116	
144.9608542,-37.8263988	Tram 58: West Coburg => Toorak	City Road	116	
144.9611806,-37.822148	Tram 58: West Coburg => Toorak	Casino and Southbank	115	
144.9612871,-37.8216814	Tram 58: Toorak => West Coburg	Casino and Southbank	115	
144.9653427,-37.8300878	Tram 1: South Melbourne Beach => East Coburg	Kings Way	20	
144.9653853,-37.8301207	Tram 1: East Coburg => South Melbourne Beach	Kings Way	20	
144.9672323,-37.8240424	Tram 1: East Coburg => South Melbourne Beach	Arts Precinct and Sturt Street	17	
144.9672252,-37.8237881	Tram 1: South Melbourne Beach => East Coburg	Arts Precinct and Sturt Street	17	
144.9666705,-37.8258353	Tram 1: East Coburg => South Melbourne Beach	Grant Street	18	
144.9666355,-37.8258047	Tram 1: South Melbourne Beach => East Coburg	Grant Street	18	
144.9659508,-37.8282189	Tram 1: East Coburg => South Melbourne Beach	Miles Street	19	
144.9658323,-37.8284645	Tram 1: South Melbourne Beach => East Coburg	Miles Street	19	
144.9611454,-37.8194525	Tram 58: Toorak => West Coburg	Flinders Street	1	
144.9613063,-37.8197321	Tram 58: West Coburg => Toorak	Flinders Street	1	
144.9590574,-37.8174913	Tram 58: West Coburg => Toorak	Collins Street	4	
144.9587617,-37.8169278	Tram 58: Toorak => West Coburg	Collins Street	4	
144.9580953,-37.8153886	Tram 58: West Coburg => Toorak	Bourke Street	5	
144.9775989,-37.8592831	Tram 96: East Brunswick => St Kilda Beach	St Kilda Station	132	
144.9845281,-37.8380797	Tram 58: West Coburg => Toorak	Walsh Street	124	
144.9846994,-37.838133	Tram 58: Toorak => West Coburg	Walsh Street	124	
144.9863658,-37.8382765	Tram 58: West Coburg => Toorak	Punt Road	125	
144.9866885,-37.8383476	Tram 58: Toorak => West Coburg	Punt Road	125	
144.9921843,-37.8390754	Tram 58: Toorak => West Coburg	South Yarra Station	127	
144.9920683,-37.8390304	Tram 58: West Coburg => Toorak	South Yarra Station	127	
144.9957803,-37.8395252	Tram 58: Toorak => West Coburg	Chapel Street	128	
144.9946797,-37.839362	Tram 58: West Coburg => Toorak	Chapel Street	128	
144.9955716,-37.8396401	Tram 78: Balaclava => North Richmond	Toorak Road	50	
144.9956612,-37.8393508	Tram 78: North Richmond => Balaclava	Toorak Road	50	
144.9961034,-37.8369657	Tram 78: Balaclava => North Richmond	Malcolm Street	51	
144.996264,-37.8363674	Tram 78: North Richmond => Balaclava	Malcolm Street	51	
145.0599397,-37.8141631	Tram 72: Melbourne University => Camberwell	Sackville Street	69	
145.059993,-37.8140922	Tram 72: Camberwell => Melbourne University	Peverill Street	69	
145.0595942,-37.8159885	Tram 72: Melbourne University => Camberwell	Mont Albert Road	68	
145.0597026,-37.8156194	Tram 72: Camberwell => Melbourne University	Mont Albert Road	68	
145.0590923,-37.8186254	Tram 72: Melbourne University => Camberwell	Camberwell Girls Grammar	67	
145.0591735,-37.8184283	Tram 72: Camberwell => Melbourne University	Camberwell Girls Grammar	67	
145.0585476,-37.8215062	Tram 72: Melbourne University => Camberwell	Rathmines Road	66	
145.0586358,-37.8212397	Tram 72: Camberwell => Melbourne University	Canterbury Road	66	
145.0582408,-37.8233817	Tram 72: Camberwell => Melbourne University	Victoria Road	65	
145.0581624,-37.8235982	Tram 72: Melbourne University => Camberwell	Victoria Road	65	
145.0577688,-37.8258849	Tram 72: Camberwell => Melbourne University	Camberwell Station	64	
145.0576923,-37.8260776	Tram 72: Melbourne University => Camberwell	Camberwell Station	64	
145.0573623,-37.8279929	Tram 72: Camberwell => Melbourne University	Prospect Hill Road	63	
145.0572759,-37.8282441	Tram 72: Melbourne University => Camberwell	Prospect Hill Road	63	
145.0569027,-37.8301757	Tram 72: Melbourne University => Camberwell	Camberwell Shopping Centre	62	
145.0566366,-37.8315722	Tram 72: Melbourne University => Camberwell	Riversdale Road	61	
144.9613457,-37.8352737	Tram 1: South Melbourne Beach => East Coburg	Clarendon Street	24	
144.9615321,-37.8350291	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Park Street	129	
144.9616665,-37.8354085	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Park Street	129	
144.9618698,-37.8351532	Tram 1: East Coburg => South Melbourne Beach	Clarendon Street	24	
144.9583207,-37.8280664	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	City Road	126	
144.9578871,-37.8272363	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	City Road	126	
144.959627,-37.8309521	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	York Street	127	
144.9595161,-37.8306189	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	York Street	127	
144.9605162,-37.8328073	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Dorcas Street	128	
144.9606393,-37.8331663	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Dorcas Street	128	
144.9626633,-37.8375709	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Raglan Street	130	130A
144.9650629,-37.8322218	Tram 1: South Melbourne Beach => East Coburg	Dorcas Street	22	
144.9650992,-37.8322147	Tram 1: East Coburg => South Melbourne Beach	Dorcas Street	22	
144.9643388,-37.8344402	Tram 1: East Coburg => South Melbourne Beach	Moray Street	23	
144.9638752,-37.8345443	Tram 1: South Melbourne Beach => East Coburg	Moray Street	23	
144.9542413,-37.8375501	Tram 1: South Melbourne Beach => East Coburg	Montague Street	27	
144.9544566,-37.8372946	Tram 1: East Coburg => South Melbourne Beach	Montague Street	27	
144.9568449,-37.8366014	Tram 1: East Coburg => South Melbourne Beach	Ferrars Street	26	
144.9564588,-37.8366796	Tram 1: South Melbourne Beach => East Coburg	Ferrars Street	26	
144.9556181,-37.8404505	Tram 1: East Coburg => South Melbourne Beach	Bridport Street	28	
144.9553871,-37.8407649	Tram 1: South Melbourne Beach => East Coburg	Bridport Street	28	
144.9513326,-37.8439954	Tram 1: South Melbourne Beach => East Coburg	Richardson Street	30	
144.9515788,-37.8437531	Tram 1: East Coburg => South Melbourne Beach	Richardson Street	30	
144.9499443,-37.8457275	Tram 1: East Coburg => South Melbourne Beach	Graham Street	31	
144.9499058,-37.845721	Tram 1: South Melbourne Beach => East Coburg	Graham Street	31	
144.9555558,-37.8220488	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Batman Park	124	
144.9555558,-37.8220488	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Batman Park	124	
144.9555558,-37.8220488	Tram 96: East Brunswick => St Kilda Beach	Batman Park	124	
144.9562371,-37.8260902	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Clarendon Street Junction	125	
144.9562371,-37.8260902	Tram 96: East Brunswick => St Kilda Beach	Clarendon Street Junction	125	
144.9566486,-37.8256555	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Clarendon Street Junction	125	
144.9566486,-37.8256555	Tram 96: St Kilda Beach => East Brunswick	Clarendon Street Junction	125	
144.9593766,-37.8424354	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Kerferd Road	132	
144.9633325,-37.8389374	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Albert Road	130	
144.9595108,-37.8422388	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Canterbury Road	132	
144.9601939,-37.8441625	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Canterbury Road	133	
144.959011,-37.8456412	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Carter Street	134	
144.9589573,-37.8456538	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Carter Street	134	
144.9559829,-37.8492797	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Danks Street	136	
144.95603,-37.8496442	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Mills Street	136	
144.9730083,-37.8594747	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Mary Street	142	
144.9732247,-37.8597628	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Mary Street	142	
144.9708189,-37.8574549	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Deakin Street	141	
144.9704332,-37.8572141	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Cowderoy Street	141	
144.9674962,-37.855716	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Fraser Street	140	
144.9670524,-37.8554462	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Fraser Street	140	
144.9656442,-37.8547485	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Langridge Street	139	
144.9652739,-37.8545149	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Langridge Street	139	
144.9621269,-37.8527787	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Armstrong Street	138	
144.962518,-37.8530161	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Armstrong Street	138	
144.959226,-37.8513039	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Harold Street	137	
